,Month,Day,Temp ,Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Binary Weather,Hour,Discrete Weather
1628,2,10,3.2,1.3,88,23,27,24.1,98.7,29,-9,Cloudy,Bad Weather,7,0
1629,9,16,21.8,9.5,45,28,13,24.1,100.08,29,-9,Mostly Cloudy,Bad Weather,13,0
1630,9,13,17.7,17.7,100,18,9,24.1,99.86,29,-9,Good Weather,Good Weather,3,1
1631,4,21,15.1,2.6,43,7,16,24.1,99.88,29,-9,Mostly Cloudy,Bad Weather,16,0
1632,9,25,14.1,7.2,63,7,22,24.1,101.43,29,-9,Good Weather,Good Weather,20,1
1633,1,9,-1.3,-2.4,92,24,23,4.8,99.57,29,-7,Snow,Bad Weather,17,0
1634,3,23,2.9,2.7,99,23,4,1,99.17,29,-9,Fog,Bad Weather,17,0
1635,2,7,-13.5,-15.4,86,9,17,24.1,100.92,29,-22,Good Weather,Good Weather,8,1
1636,10,21,11.7,11.7,100,36,1,1.6,98.07,29,-9,"Drizzle,Fog",Bad Weather,7,0
1637,5,23,17,-0.2,31,12,10,24.1,101.17,29,-9,Mainly Clear,Good Weather,10,1
1638,8,25,21.1,18.1,83,26,8,24.1,99.62,27,-9,Good Weather,Good Weather,18,1
1639,3,15,0,-11.6,42,26,8,24.1,100.18,29,-3,Good Weather,Good Weather,21,1
1640,9,24,19.4,13.5,68,6,19,24.1,100.96,29,-9,Mainly Clear,Good Weather,10,1
1641,4,6,7.3,-2.4,50,23,23,24.1,100.51,29,-9,Mostly Cloudy,Bad Weather,19,0
1642,2,20,2.7,0.1,83,21,12,24.1,98.94,29,-9,Rain,Bad Weather,9,0
1643,9,2,14.2,13.4,95,20,13,24.1,100.73,29,-9,Mostly Cloudy,Bad Weather,1,0
1644,10,21,10,10,100,28,28,16.1,97.82,29,-9,Drizzle,Bad Weather,15,0
1645,12,30,-4.5,-8.8,72,31,18,24.1,99.67,29,-11,Cloudy,Bad Weather,22,0
1646,2,22,-8.4,-16.9,51,4,21,24.1,100.75,29,-16,Cloudy,Bad Weather,22,0
1647,2,22,-11.4,-16.7,66,30,17,24.1,100.32,29,-19,Good Weather,Good Weather,3,1
1648,5,13,15.8,5.1,49,25,22,24.1,100.68,29,-9,Good Weather,Good Weather,8,1
1649,9,21,6.7,6.7,100,25,9,24.1,101.16,29,-9,Good Weather,Good Weather,5,1
1650,12,18,4.7,4.6,99,26,20,24.1,97.47,29,-9,Rain,Bad Weather,17,0
1651,6,26,20.4,17.2,82,9,34,3.2,99.27,26,-9,Smoke,Bad Weather,7,0
1652,2,23,-11.9,-13.6,87,9,6,4,100.05,29,-16,"Freezing Drizzle,Snow",Bad Weather,20,0
1653,8,22,14.6,13,90,27,7,24.1,100.97,29,-9,Mostly Cloudy,Bad Weather,7,0
1654,5,21,17.4,12.2,72,28,16,24.1,99.91,29,-9,Mainly Clear,Good Weather,10,1
1655,12,22,-11.9,-14.3,82,4,11,24.1,102.01,29,-18,Good Weather,Good Weather,2,1
1656,7,8,19.6,15.5,77,19,9,24.1,99.62,29,-9,Good Weather,Good Weather,23,1
1657,5,19,5,-1.4,64,9,8,24.1,100.56,29,-9,Good Weather,Good Weather,3,1
1658,1,13,-1.5,-2,96,36,23,1.2,99.1,29,-8,Snow,Bad Weather,4,0
1659,8,31,10.3,8.9,91,31,14,24.1,100.04,29,-9,Good Weather,Good Weather,0,1
1660,6,15,25.3,13.4,47,29,21,16.1,98.85,28,-9,Mainly Clear,Good Weather,13,1
1661,2,13,1.5,-3.1,71,36,1,24.1,98.63,29,-9,Cloudy,Bad Weather,19,0
1662,10,7,13.7,13.7,100,9,8,16.1,99.49,29,-9,Rain,Bad Weather,6,0
1663,11,19,0.2,-2.6,82,23,9,24.1,99.3,29,-9,Good Weather,Good Weather,5,1
1664,6,26,19.7,19.1,96,4,9,12.9,99.07,29,-9,"Thunderstorms,Rain Showers",Bad Weather,21,0
1665,1,12,-6.8,-8,91,7,17,4,100.34,29,-13,Snow,Bad Weather,8,0
1666,3,27,-1.7,-3.2,89,28,5,24.1,100.27,29,-4,Good Weather,Good Weather,2,1
1667,7,24,18.2,17.9,98,20,7,24.1,100.16,29,-9,Good Weather,Good Weather,23,1
1668,10,29,3.2,-3.9,60,12,8,24.1,101.03,29,-9,Good Weather,Good Weather,11,1
1669,6,10,22.2,8.4,41,16,7,24.1,99.33,29,-9,Good Weather,Good Weather,15,1
1670,12,23,-3.2,-6.8,76,10,8,24.1,101.41,29,-6,Good Weather,Good Weather,18,1
1671,2,15,0.1,-3.5,77,7,22,24.1,99.6,29,-9,Good Weather,Good Weather,6,1
1672,7,13,20.1,14.8,71,28,22,24.1,99.34,29,-9,Mostly Cloudy,Bad Weather,19,0
1673,11,5,-0.1,-1.1,93,29,7,24.1,100.48,29,-3,Mostly Cloudy,Bad Weather,7,0
1674,11,12,0.1,-7.5,57,29,7,24.1,102.09,29,-9,Good Weather,Good Weather,11,1
1675,6,24,21.6,20.3,93,5,8,24.1,99.73,29,-9,Good Weather,Good Weather,9,1
1676,5,1,5.5,3.8,88,14,14,24.1,97.91,29,-9,Good Weather,Good Weather,23,1
1677,8,1,21.4,9.9,47,27,13,24.1,100.81,29,-9,Good Weather,Good Weather,14,1
1678,10,5,21.3,15.9,71,18,22,24.1,100.54,26,-9,Good Weather,Good Weather,9,1
1679,6,26,18,15.1,83,7,34,3.2,99.29,29,-9,Smoke,Bad Weather,5,0
1680,8,10,16,14.6,92,19,12,24.1,99.04,29,-9,Good Weather,Good Weather,5,1
1681,9,4,18.7,18.7,100,18,8,24.1,99.64,29,-9,Good Weather,Good Weather,5,1
1682,9,19,14.6,14.6,100,30,15,12.9,99.59,29,-9,Rain,Bad Weather,0,0
1683,9,27,6.8,6.1,96,5,13,24.1,101.7,29,-9,Good Weather,Good Weather,2,1
1684,6,14,17.7,11.5,67,5,8,24.1,98.77,29,-9,Cloudy,Bad Weather,10,0
1685,7,8,27.6,12.1,38,19,14,24.1,99.58,30,-9,Clear,Good Weather,16,1
1686,7,16,24.5,19.6,73,22,12,24.1,99.34,32,-9,Mainly Clear,Good Weather,19,1
1687,1,26,-6.3,-8.8,83,29,27,9.7,98.53,29,-14,"Snow,Blowing Snow",Bad Weather,13,0
1688,6,24,21.3,19,86,27,7,16.1,99.55,28,-9,Rain,Bad Weather,22,0
1689,7,10,19.9,19.1,96,7,7,24.1,99.53,29,-9,Cloudy,Bad Weather,1,0
1690,11,1,-0.8,-5.7,69,5,17,24.1,100.62,29,-6,Good Weather,Good Weather,9,1
1691,8,5,17.6,15,85,33,17,24.1,100.14,29,-9,Good Weather,Good Weather,0,1
1692,9,15,20.4,5.5,37,6,9,24.1,100.89,29,-9,Good Weather,Good Weather,12,1
1693,3,14,0,-2.3,85,33,34,16.1,99.69,29,-7,Bad_Weather,Bad Weather,20,0
1694,1,31,-11.4,-19.1,54,21,8,24.1,101.33,29,-16,Good Weather,Good Weather,12,1
1695,11,1,-0.6,-6.1,66,5,15,24.1,100.66,29,-5,Mostly Cloudy,Bad Weather,10,0
1696,7,30,20.4,12.3,59,28,17,24.1,100.08,29,-9,Clear,Good Weather,10,1
1697,9,4,20.1,19.8,98,21,9,24.1,99.57,28,-9,Good Weather,Good Weather,2,1
1698,8,31,11.3,7.6,78,32,20,24.1,100.08,29,-9,Clear,Good Weather,1,1
1699,5,2,5.6,4.1,90,10,10,24.1,97.98,29,-9,Good Weather,Good Weather,6,1
1700,4,21,10.9,2.5,56,1,14,24.1,99.92,29,-9,Mostly Cloudy,Bad Weather,22,0
1701,8,1,13.7,9,73,18,3,24.1,100.91,29,-9,Good Weather,Good Weather,23,1
1702,7,5,23.1,21.4,90,25,11,16.1,100.1,32,-9,Mainly Clear,Good Weather,7,1
1703,5,10,22.2,3.3,29,26,26,24.1,100.18,29,-9,Good Weather,Good Weather,17,1
1704,5,18,15.6,-4.4,25,27,13,24.1,100.9,29,-9,Good Weather,Good Weather,15,1
1705,3,31,-0.5,-1.2,95,8,25,2.4,99.9,29,-7,Snow,Bad Weather,18,0
1706,2,26,-16.7,-18.5,86,8,12,24.1,100.44,29,-24,Good Weather,Good Weather,0,1
1707,12,25,1.8,0.3,90,4,11,24.1,101.39,29,-9,Good Weather,Good Weather,15,1
1708,8,20,17.3,14.1,82,22,16,24.1,100.17,29,-9,Mostly Cloudy,Bad Weather,7,0
1709,10,18,13.9,5.5,56,20,9,24.1,100.53,29,-9,Good Weather,Good Weather,14,1
1710,11,5,-0.9,-5.8,69,32,14,24.1,100.87,29,-5,Good Weather,Good Weather,20,1
1711,7,26,28.1,22.4,71,18,21,24.1,99.8,38,-9,Mostly Cloudy,Bad Weather,16,0
1712,2,9,0,-0.4,97,8,29,4.8,99.66,29,-6,"Freezing Rain,Fog",Bad Weather,16,0
1713,9,19,14.4,14.4,100,29,14,6.4,99.54,29,-9,"Moderate Rain,Fog",Bad Weather,3,0
1714,5,6,13.8,3.1,48,25,12,24.1,100.65,29,-9,Good Weather,Good Weather,21,1
1715,7,23,17.9,15.4,85,24,4,24.1,99.94,29,-9,Mainly Clear,Good Weather,7,1
1716,3,4,-0.4,-1.4,92,11,5,6.4,99.69,29,-2,Snow,Bad Weather,16,0
1717,6,27,25.3,19.7,71,24,9,24.1,98.83,33,-9,Mostly Cloudy,Bad Weather,16,0
1718,3,17,0.1,-0.9,93,9,15,8.1,99.12,29,-9,Fog,Bad Weather,6,0
1719,12,21,-8.5,-13.5,68,2,21,24.1,102.55,29,-16,Clear,Good Weather,10,1
1720,2,16,0.6,-4.6,68,34,18,24.1,100.17,29,-9,Good Weather,Good Weather,17,1
1721,8,7,19.1,17.2,89,7,41,16.1,99.39,29,-9,Cloudy,Bad Weather,13,0
1722,12,14,-9.7,-12.4,81,23,10,24.1,102.21,29,-15,Good Weather,Good Weather,3,1
1723,10,9,9.5,8.3,92,19,19,24.1,98.67,29,-9,Rain,Bad Weather,12,0
1724,7,7,24.4,18.2,68,26,7,24.1,99.64,31,-9,Good Weather,Good Weather,20,1
1725,7,11,18.5,18,97,24,3,24.1,99.5,29,-9,Cloudy,Bad Weather,4,0
1726,6,29,18.3,15.7,85,29,16,12.9,99.97,29,-9,Bad_Weather,Bad Weather,3,0
1727,11,10,3.5,0.8,82,24,13,24.1,99.94,29,-9,Mostly Cloudy,Bad Weather,7,0
1728,9,9,16.3,11.7,74,6,8,24.1,100.76,29,-9,Good Weather,Good Weather,21,1
1729,6,19,22.1,13.7,59,14,8,24.1,100.54,25,-9,Good Weather,Good Weather,18,1
1730,1,18,-2.3,-2.6,98,28,11,3.2,99.17,29,-6,"Snow,Fog",Bad Weather,8,0
1731,5,4,7.9,3.6,74,35,9,24.1,100.62,29,-9,Good Weather,Good Weather,21,1
1732,8,18,19.6,18.7,94,13,11,24.1,99.04,29,-9,Good Weather,Good Weather,0,1
1733,4,12,8,-0.6,55,24,9,24.1,99.88,29,-9,Mostly Cloudy,Bad Weather,7,0
1734,6,11,12.6,12.1,96,15,8,24.1,99.61,29,-9,Good Weather,Good Weather,5,1
1735,1,24,0.5,-1.8,85,26,23,24.1,99.96,29,-9,Good Weather,Good Weather,12,1
1736,4,16,9.9,2.9,62,6,12,24.1,99.64,29,-9,Good Weather,Good Weather,6,1
1737,8,5,19.4,13.5,68,27,9,24.1,100.29,29,-9,Good Weather,Good Weather,20,1
1738,6,27,20.1,19.8,98,11,5,24.1,99.01,28,-9,Good Weather,Good Weather,23,1
1739,5,16,17.7,5.1,43,25,14,24.1,98.63,29,-9,Good Weather,Good Weather,11,1
1740,2,21,-9.9,-16,61,5,13,24.1,99.48,29,-16,Good Weather,Good Weather,0,1
1741,1,6,-0.9,-2.6,88,28,23,24.1,100.31,29,-7,Mostly Cloudy,Bad Weather,22,0
1742,7,11,21.7,19.8,89,36,2,24.1,99.54,29,-9,Mostly Cloudy,Bad Weather,19,0
1743,3,4,-7,-8.2,91,5,30,1.2,99.05,29,-16,Snow,Bad Weather,2,0
1744,10,28,16.2,15.8,97,18,14,24.1,99.5,29,-9,Mainly Clear,Good Weather,1,1
1745,8,6,21.3,14.3,64,10,7,24.1,100.06,25,-9,Good Weather,Good Weather,20,1
1746,9,29,11.2,11,99,5,10,24.1,101.09,29,-9,Mostly Cloudy,Bad Weather,7,0
1747,6,26,18.1,14.3,78,7,32,4.8,99.3,29,-9,"Rain Showers,Smoke",Bad Weather,4,0
1748,7,9,18.6,16.1,85,18,10,24.1,99.62,29,-9,Good Weather,Good Weather,2,1
1749,4,21,13.6,1.1,42,7,16,24.1,100.06,29,-9,Mostly Cloudy,Bad Weather,13,0
1750,3,25,-0.4,-5.6,68,8,35,24.1,99.7,29,-7,Good Weather,Good Weather,12,1
1751,2,19,4.7,-4.6,51,16,14,24.1,99.36,29,-9,Good Weather,Good Weather,18,1
1752,7,25,25.9,17.1,58,14,7,24.1,100.2,31,-9,Good Weather,Good Weather,18,1
1753,5,23,5.9,1,70,3,4,24.1,101.16,29,-9,Clear,Good Weather,1,1
1754,10,6,17.8,17.5,98,17,14,24.1,99.75,29,-9,Mostly Cloudy,Bad Weather,19,0
1755,9,21,20.8,7,40,36,2,24.1,101.21,29,-9,Clear,Good Weather,16,1
1756,3,15,-4.6,-10,66,32,34,24.1,99.85,29,-13,Mostly Cloudy,Bad Weather,4,0
1757,1,21,-2.9,-5.5,82,25,13,24.1,100.75,29,-8,Good Weather,Good Weather,17,1
1758,6,29,18.3,15.4,83,31,13,6.4,100.12,29,-9,Smoke,Bad Weather,6,0
1759,6,9,10.6,10.1,96,5,8,24.1,99.45,29,-9,Cloudy,Bad Weather,4,0
1760,2,6,-7.9,-10.3,83,32,22,24.1,100.53,29,-16,Good Weather,Good Weather,6,1
1761,5,20,13.7,13.5,99,17,8,12.9,99.57,29,-9,Bad_Weather,Bad Weather,21,0
1762,2,8,-2.2,-3.3,92,29,10,24.1,99.93,29,-6,Good Weather,Good Weather,0,1
1763,1,31,-8.6,-10.8,84,29,12,24.1,100.62,29,-14,Mostly Cloudy,Bad Weather,1,0
1764,8,30,14.7,10.3,75,32,25,24.1,99.72,29,-9,Mostly Cloudy,Bad Weather,19,0
1765,12,29,0.6,-0.2,95,31,13,24.1,99.05,29,-9,Good Weather,Good Weather,21,1
1766,10,9,8.6,7.5,92,19,20,16.1,98.83,29,-9,Rain,Bad Weather,16,0
1767,12,16,0.5,-4.1,71,7,13,24.1,101.74,29,-9,Good Weather,Good Weather,18,1
1768,12,14,-7.5,-10.5,79,18,7,24.1,102.03,29,-11,Good Weather,Good Weather,9,1
1769,3,4,-3.1,-4.1,93,7,30,0.8,98.94,29,-11,"Moderate Snow,Blowing Snow",Bad Weather,8,0
1770,6,18,14.3,13.1,92,7,9,24.1,99.73,29,-9,Good Weather,Good Weather,3,1
1771,3,5,-2.7,-3,98,6,4,3.2,100.45,29,-4,Fog,Bad Weather,8,0
1772,9,2,22.4,16.1,67,20,20,24.1,100.2,27,-9,Good Weather,Good Weather,11,1
1773,11,2,5.8,-2,57,21,9,24.1,101.12,29,-9,Good Weather,Good Weather,18,1
1774,4,25,8.2,0.4,58,24,18,24.1,100.73,29,-9,Mainly Clear,Good Weather,10,1
1775,6,30,24.5,15.3,56,15,10,8.1,100.27,29,-9,Smoke,Bad Weather,14,0
1776,1,14,-10.6,-13.1,82,33,20,24.1,100.24,29,-19,Good Weather,Good Weather,2,1
1777,9,29,20,12.1,60,16,7,24.1,100.98,29,-9,Mostly Cloudy,Bad Weather,13,0
1778,11,8,1.9,-7.2,51,30,8,24.1,100.75,29,-9,Good Weather,Good Weather,14,1
1779,5,20,14.6,13.9,96,16,12,8.1,99.9,29,-9,"Rain,Fog",Bad Weather,14,0
1780,1,5,-2.3,-2.4,99,8,7,1.2,100.02,29,-5,Fog,Bad Weather,12,0
1781,3,15,-2.8,-8.8,64,33,35,24.1,99.78,29,-11,Good Weather,Good Weather,2,1
1782,9,29,19.1,13.3,69,8,9,24.1,100.89,29,-9,Good Weather,Good Weather,17,1
1783,2,26,-13.7,-15.4,87,9,9,2.4,99.61,29,-19,Snow,Bad Weather,7,0
1784,5,11,19,6.6,44,25,8,24.1,100.41,29,-9,Good Weather,Good Weather,9,1
1785,12,15,6.5,1.5,70,23,20,24.1,100.83,29,-9,Good Weather,Good Weather,12,1
1786,8,7,17.5,16.6,95,7,34,16.1,99.47,29,-9,Rain,Bad Weather,12,0
1787,8,3,23.9,19.3,75,23,23,24.1,99.82,31,-9,Good Weather,Good Weather,12,1
1788,1,21,-3,-4.3,90,32,8,24.1,100.22,29,-6,Good Weather,Good Weather,0,1
1789,6,25,26.1,17.8,60,6,13,2.4,99.61,32,-9,Smoke,Bad Weather,16,0
1790,3,24,0.2,-5.2,67,29,16,24.1,100.04,29,-9,Good Weather,Good Weather,5,1
1791,1,15,-16.1,-18.1,85,29,10,24.1,100.95,29,-23,Good Weather,Good Weather,0,1
1792,4,26,0.6,-0.2,95,18,7,24.1,100.84,29,-9,Mainly Clear,Good Weather,4,1
1793,9,1,23,10.8,46,26,10,24.1,101.13,25,-9,Mainly Clear,Good Weather,13,1
1794,9,30,22.3,12.7,54,27,7,24.1,100.93,25,-9,Good Weather,Good Weather,17,1
1795,6,20,12.6,12.2,97,4,11,24.1,100.91,29,-9,Good Weather,Good Weather,5,1
1796,6,29,19.8,14.1,69,18,7,6.4,100.28,29,-9,Smoke,Bad Weather,21,0
1797,1,22,-1.6,-1.8,98,12,6,2.4,99.95,29,-4,Snow,Bad Weather,20,0
1798,11,13,-1.3,-2,95,10,15,16.1,100.54,29,-6,Bad_Weather,Bad Weather,17,0
1799,5,25,12.8,-0.3,40,33,8,24.1,101.02,29,-9,Good Weather,Good Weather,21,1
1800,6,13,18.7,17,90,24,3,16.1,98.91,29,-9,Bad_Weather,Bad Weather,0,0
1801,8,26,16.2,11.9,75,35,19,24.1,100.21,29,-9,Mostly Cloudy,Bad Weather,19,0
1802,4,28,6.5,-0.4,61,8,13,24.1,100.76,29,-9,Cloudy,Bad Weather,1,0
1803,1,31,-11.1,-16,67,31,25,24.1,100.93,29,-20,Mostly Cloudy,Bad Weather,4,0
1804,2,1,-7.3,-12.1,69,21,22,24.1,100.64,29,-15,Good Weather,Good Weather,21,1
1805,11,13,-1.2,-2.6,90,9,18,16.1,100.62,29,-6,Bad_Weather,Bad Weather,14,0
1806,8,30,13.9,10.4,79,30,16,24.1,99.82,29,-9,Good Weather,Good Weather,20,1
1807,8,6,24.4,13.9,51,27,9,24.1,100.26,28,-9,Good Weather,Good Weather,11,1
1808,9,23,20.4,12.2,59,7,9,24.1,101.2,29,-9,Good Weather,Good Weather,12,1
1809,1,13,-6,-9,79,35,19,16.1,100.03,29,-13,Snow,Bad Weather,19,0
1810,2,23,-11.8,-14.6,80,6,28,12.9,100.43,29,-22,"Snow,Blowing Snow",Bad Weather,6,0
1811,1,15,-10.4,-12.5,85,31,12,24.1,101.44,29,-16,Good Weather,Good Weather,12,1
1812,12,5,-3.2,-3.5,97,10,6,11.3,100.2,29,-6,Snow,Bad Weather,4,0
1813,10,29,4.4,-1.9,63,33,16,24.1,100.99,29,-9,Good Weather,Good Weather,0,1
1814,6,27,18.3,18.2,99,10,4,24.1,98.93,29,-9,Good Weather,Good Weather,2,1
1815,9,26,11.4,6.9,74,7,14,24.1,101.69,29,-9,Good Weather,Good Weather,21,1
1816,12,13,-2.5,-8.5,64,24,16,24.1,101.34,29,-8,Good Weather,Good Weather,9,1
1817,3,16,1.4,-0.4,88,21,10,24.1,99.9,29,-9,Good Weather,Good Weather,15,1
1818,9,13,14.6,14.6,100,24,8,24.1,99.91,29,-9,Good Weather,Good Weather,6,1
1819,7,29,16.5,12.6,78,3,13,24.1,99.99,29,-9,Good Weather,Good Weather,6,1
1820,8,24,22.6,14.8,61,14,27,24.1,100.08,26,-9,Good Weather,Good Weather,12,1
1821,9,30,14.2,12.4,89,21,5,24.1,101,29,-9,Good Weather,Good Weather,20,1
1822,3,27,6.1,-4.3,47,5,3,24.1,100.39,29,-9,Mostly Cloudy,Bad Weather,13,0
1823,4,4,4.3,-0.9,69,34,21,24.1,100.08,29,-9,Good Weather,Good Weather,0,1
1824,10,14,9.3,5.1,75,33,15,24.1,99.42,29,-9,Good Weather,Good Weather,20,1
1825,1,3,2,-1.3,79,2,16,24.1,99.7,29,-9,Rain,Bad Weather,23,0
1826,11,13,-6.5,-9.5,80,12,4,24.1,101.5,29,-8,Clear,Good Weather,4,1
1827,4,25,3.8,0.8,80,20,5,24.1,100.85,29,-9,Good Weather,Good Weather,23,1
1828,7,17,24.1,18.5,70,21,22,8.1,99.6,30,-9,Haze,Bad Weather,10,0
1829,11,17,-0.2,-2.2,87,31,9,24.1,99.78,29,-3,Good Weather,Good Weather,23,1
1830,12,6,-13.4,-15.6,84,25,10,24.1,100.61,29,-19,Good Weather,Good Weather,20,1
1831,6,10,13.8,12.7,93,5,4,24.1,99.43,29,-9,Mostly Cloudy,Bad Weather,7,0
1832,10,10,9.9,6.6,80,17,17,24.1,99.2,29,-9,Good Weather,Good Weather,12,1
1833,9,16,20.1,10.3,53,32,17,24.1,100.25,29,-9,Good Weather,Good Weather,11,1
1834,4,27,7.4,1,64,7,14,24.1,100.8,29,-9,Good Weather,Good Weather,21,1
1835,2,22,-10,-17.1,56,18,5,24.1,101.02,29,-13,Good Weather,Good Weather,12,1
1836,3,11,-2,-7.6,65,36,19,24.1,100.23,29,-8,Mostly Cloudy,Bad Weather,10,0
1837,7,18,18,17.6,97,17,9,9.7,99.82,29,-9,Fog,Bad Weather,3,0
1838,6,15,14.8,13.4,91,27,10,24.1,98.59,29,-9,Cloudy,Bad Weather,1,0
1839,10,2,24.5,13.7,50,16,8,24.1,100.7,28,-9,Mostly Cloudy,Bad Weather,16,0
1840,7,25,26.6,15.3,49,21,3,24.1,100.2,31,-9,Mainly Clear,Good Weather,16,1
1841,6,20,16.4,14.5,88,6,13,19.3,101.06,29,-9,Good Weather,Good Weather,23,1
1842,4,1,0.3,0.1,99,6,26,6.4,98.02,29,-9,"Rain,Fog",Bad Weather,7,0
1843,3,2,-1.3,-2.4,93,5,25,6.4,99.12,29,-8,"Freezing Rain,Fog",Bad Weather,5,0
1844,12,10,0.3,0.2,99,36,8,6.4,99.57,29,-9,"Rain Showers,Fog",Bad Weather,1,0
1845,4,16,22.4,8.4,40,7,8,24.1,99.36,29,-9,Clear,Good Weather,13,1
1846,6,29,17.9,15.1,83,31,10,12.9,99.94,29,-9,Bad_Weather,Bad Weather,0,0
1847,3,12,2.1,-6.8,52,7,12,24.1,100.21,29,-9,Good Weather,Good Weather,15,1
1848,5,1,6.3,4.7,89,23,23,4.8,97.25,29,-9,"Rain,Fog",Bad Weather,12,0
1849,2,15,6.6,4.3,86,18,17,9.7,98.81,29,-9,"Rain,Fog",Bad Weather,15,0
1850,10,19,10.2,7.6,84,19,10,24.1,100.41,29,-9,Good Weather,Good Weather,3,1
1851,12,12,-7.2,-9.9,81,19,9,24.1,100.6,29,-12,Good Weather,Good Weather,2,1
1852,5,14,12.5,-0.7,40,33,16,24.1,101.39,29,-9,Good Weather,Good Weather,11,1
1853,7,9,18,15.9,87,21,10,24.1,99.61,29,-9,Good Weather,Good Weather,3,1
1854,3,9,0.2,-6.1,63,34,18,24.1,101.1,29,-9,Mostly Cloudy,Bad Weather,22,0
1855,8,26,18,17.3,96,30,8,24.1,99.74,29,-9,Good Weather,Good Weather,6,1
1856,3,20,-0.2,-6.9,61,24,26,24.1,100.33,29,-6,Good Weather,Good Weather,9,1
1857,7,28,20.8,20.5,98,18,10,24.1,99.88,29,-9,Clear,Good Weather,1,1
1858,9,17,16.1,12.9,81,20,5,24.1,99.73,29,-9,Good Weather,Good Weather,23,1
1859,3,9,-4.4,-7.7,78,32,23,24.1,101.26,29,-11,Snow,Bad Weather,4,0
1860,2,10,1,-1.8,82,28,15,16.1,99.82,29,-9,Snow Pellets,Bad Weather,18,0
1861,2,28,-1.2,-5.3,74,26,21,24.1,99.84,29,-7,Good Weather,Good Weather,21,1
1862,11,7,2.3,-2.4,71,30,33,24.1,99.64,29,-9,Cloudy,Bad Weather,16,0
1863,8,23,16.7,14.6,87,10,10,24.1,100.32,29,-9,Good Weather,Good Weather,23,1
1864,2,5,-16.4,-18.6,84,5,13,1.6,100.03,29,-24,Snow,Bad Weather,8,0
1865,9,16,12,10.9,93,30,14,24.1,100.37,29,-9,Good Weather,Good Weather,8,1
1866,12,12,-2,-5.2,79,21,18,24.1,100.56,29,-7,Cloudy,Bad Weather,7,0
1867,10,12,5,3.9,92,31,9,24.1,100.11,29,-9,Good Weather,Good Weather,23,1
1868,4,30,9,8.3,95,8,32,6.4,97.82,29,-9,"Moderate Rain,Fog",Bad Weather,21,0
1869,4,5,-0.1,-0.8,95,7,15,9.7,100.26,29,-5,"Freezing Rain,Fog",Bad Weather,15,0
1870,4,10,17.8,2.8,36,21,21,24.1,100.88,29,-9,Mostly Cloudy,Bad Weather,16,0
1871,11,2,-2.9,-5.9,80,22,9,24.1,101.11,29,-6,Good Weather,Good Weather,3,1
1872,3,18,-0.5,-6,66,22,5,24.1,99.11,29,-2,Good Weather,Good Weather,6,1
1873,6,2,25.6,16,55,33,12,24.1,100.05,30,-9,Good Weather,Good Weather,20,1
1874,9,17,23.8,12,47,27,16,24.1,99.76,26,-9,Mostly Cloudy,Bad Weather,16,0
1875,6,25,20.7,12.4,59,8,13,3.2,99.59,29,-9,Smoke,Bad Weather,22,0
1876,1,2,2,-0.9,81,20,5,24.1,100.62,29,-9,Good Weather,Good Weather,23,1
1877,7,23,23,13,53,21,4,24.1,100,26,-9,Good Weather,Good Weather,9,1
1878,8,31,21.5,9.5,46,28,19,24.1,100.49,29,-9,Mainly Clear,Good Weather,16,1
1879,2,26,-14.3,-15.9,88,10,13,3.2,99.71,29,-21,Snow,Bad Weather,6,0
1880,12,18,4.7,4.6,99,4,10,2.4,98.25,29,-9,"Moderate Rain,Fog",Bad Weather,6,0
1881,2,21,-11.7,-16.7,66,8,30,24.1,98.76,29,-22,Mostly Cloudy,Bad Weather,10,0
1882,9,3,23.9,18.6,72,20,11,24.1,99.86,30,-9,Mainly Clear,Good Weather,10,1
1883,8,7,16.4,14.2,87,6,10,24.1,99.9,29,-9,Good Weather,Good Weather,3,1
1884,1,19,-0.9,-4.2,78,9,17,24.1,99.77,29,-6,Good Weather,Good Weather,14,1
1885,4,4,8.1,-2.2,48,1,19,24.1,100.9,29,-9,Mostly Cloudy,Bad Weather,16,0
1886,3,14,0.8,0,95,33,24,2.4,99.43,29,-9,Snow,Bad Weather,15,0
1887,2,5,-18.1,-21.8,73,7,10,24.1,100.19,29,-25,Cloudy,Bad Weather,4,0
1888,7,13,19.1,14.3,74,34,5,24.1,99.72,29,-9,Good Weather,Good Weather,2,1
1889,11,3,4.1,0.4,77,17,12,24.1,101.05,29,-9,Mostly Cloudy,Bad Weather,1,0
1890,5,18,0.8,-4.4,68,30,7,24.1,100.7,29,-9,Mainly Clear,Good Weather,1,1
1891,6,22,18.1,13.1,72,14,8,24.1,100.39,29,-9,Good Weather,Good Weather,23,1
1892,1,2,4.4,-0.5,71,28,15,24.1,100.41,29,-9,Good Weather,Good Weather,15,1
1893,4,12,18.6,0.6,29,18,17,24.1,99.41,29,-9,Clear,Good Weather,16,1
1894,5,10,10,1.8,57,27,17,24.1,100.69,29,-9,Mainly Clear,Good Weather,7,1
1895,10,15,6.8,4.7,86,32,16,24.1,99.23,29,-9,Good Weather,Good Weather,0,1
1896,10,26,16.2,14.1,87,23,11,24.1,100.7,29,-9,Cloudy,Bad Weather,10,0
